,drugName,condition,review,rating,date,usefulCount
188723,ParaGard,Birth Control,"""I just got paragard not too long ago. And it was actually not as bad as I thought it would be. There was not excruciating pain at all. Just cramping. Anyone wanting to get it should most definitely do so. It&#039;s not as bad as some may say, but everyone reacts to things differently.""",10,24-Jun-15,7
115374,Propofol,Anesthesia,"""Had this for IVF egg collection.  I was so anxious reading that sedation you can be awake and it Can be painful. Boy was I wrong.  I was under for 10 mins and woke up as though I have had the best sleep in the world no dreams,  nada. I woke up feeling amazing.  I had the equivalent of 2 paracetamol whilst under and have needed no other pain relief since the procedure. I feel better Than I have felt in a very long time.  I think propaganda must have some really good anti anxiotic purpose for sure. I am now 24 hrs past procedure and still feel fab. Wonderful stuff!!!""",10,16-Apr-16,9
199475,Depo-Provera,Birth Control,"""I am 21 years old and have been on Depo-Provera for almost two years while in a four year committed relationship. My doctor recommended Depo-Provera for me because I suffer from chronic migraines so any birth control with a high level of estrogen would most definitely make my migraines worse. So far, I have to say I am pleased with my experience while on the depo shot. The side effects I have experienced have thankfully been able to be fixed/altered. Such as slight weight gain which I help to control with diet and exercise. Loss of sex drive which my longtime boyfriend is more than happy to help with. And I tend to start spotting around the time that my next shot is due. Once I receive the depo shot, within hours the spotting stops.""",9,6-Mar-15,1
66036,Propranolol,mance Anxiety,"""My dad always raved about how wonderful this medicine is for speech anxiety and I am finishing up my bachelors degree.. Needless to say I put my &#039;Public Speaking&#039; course until my last semester.. I took 20mgs an hour before my speech and did I nail it!! I wasn&#039;t nervous at all.. And I usually feel like I&#039;m going to puke before a presentation! This is a miracle for me and I will definitely take it again for speeches later on! Would highly recommend to anyone with &quot;stage fright&quot; or fearful of talking in front of others!""",10,23-Oct-14,59
179979,Adapalene / benzoyl peroxide,Acne,"""I&#039;m currently using Epiduo and have been for only the past few weeks. Although I have experienced the burning, stinging, redness and dry skin on my face I am already noticing an extreme difference in my acne, it has decreased an astonishing amount and has been the most effective treatment I have used yet. I highly recommend using the gel!""",9,12-Mar-14,27
16674,Yaz,Menstrual Disorders,"""My daughter had severe PMDD. She is 13. At first I was hesitant about putting my 13 yr old daughter on birth control because of the social stigma that she may be considered &quot;easy&quot; or sexually active because she is on Birth Control. Yet, she and I talked about it and she is a very level headed conservative girl who needed help and wanted to try. This medicine has been God send for her and her PMDD. He periods are lighter, not as lengthy and there is minimal pain associated with her periods now. Not to mention her mood and anxiety levels have both improved more than I can mention. This medicine has made her feel &quot;normal&quot; again!""",8,1-Oct-09,8
35120,Levofloxacin,Pneumonia,"""Took levofloxin for pneumonia and cleared up quick. Within 2 months my achilles was sore everyday. Made an appointment with a podiatrist for Nov 17th. Achilles snapped on Nov 14th. Surgery went well to repair shredded achilles. In cast for 3 months. Since sore after 3 months on my feet and working. I nurse it everyday. Avoid this drug, if possible. Not worth the side effects.""",1,27-May-16,4
169001,Vilazodone,Depression,"""Have been on this almost 2 weeks. It&#039;s still early and I think my body is still adjusting a little bit, but I feel much, much better. It&#039;s like I can&#039;t even remember what I was so anxious and depressed about. I have more energy, I&#039;m not fixating on negative things and my body aches and pains are gone. I have some injuries that have been lingering for a long time, and I just woke up the other day and the knots and soreness was gone. It&#039;s like my whole body has learned to relax over night. I&#039;ve lost some weight and my appetite has been a bit suppressed, though I think that&#039;s something that will go away with time.  Also randomly I feel at times like I am having an adrenaline rush for no reason, but its a small prices to pay for the pay off.""",10,22-Jun-12,25
157670,Accutane,Acne,"""I&#039;ve already commented before I just wanted everyone to know I&#039;m off roacutane now. It&#039;s been just over a month and having my final check up soon. So happy with the results honestly. I feel so much more confident and happy it was worth every side effect. for the first time in 8 years(I&#039;m 18) I now can go out of the house without makeup on. And I&#039;m not exaggerating. I&#039;m so happy and I honestly think anyone with bad skin should try this honestly it&#039;s so worth it""",10,11-May-16,28
225775,Bupropion,Depression,"""Saved my life.""",10,5-Aug-12,41
68412,Nalbuphine,Pain,"""Nubain, phenergan,  and zofran cocktail is typically quite effective in treating my migraines,  when nothing else does.   I have chronic migraine and an arsenal of weapons to combat them.   When all else fails for 3+days,  I head out for this cocktail injection.   It makes me very sleepy but pain diminishes significantly.""",7,19-May-16,1
28898,Lexapro,Depression,"""I have been on Lexapro once daily in the morning since 2006. I took it in 2004 but had to stop when I got pregnant. I suffer from cyclothymia, which is a bipolar spectrum disorder that includes chronic depression, anxiety, mood swings and irritability. Lexapro is a great medicine for those who it works for. Little side effects. I currently take 30mg Lexapro. I started taking Wellbutrin SR 100mg about 5 months ago to help me with my loss of motivation and inability to get out of bed in the morning (I want to sleep a lot). I still have some irritability and mood swings so my doctor gave me Seroquel XR 50mg to try 3 hours prior to bedtime beginning tonight.""",10,14-Jul-09,13
170146,Quetiapine,Generalized Anxiety Disorde,"""Started a week ago and haven&#039;t had a panic attack or episode since""",9,10-Apr-17,25
57137,MiraLax,"Constipation, Acute","""I had been suffering from severe constipation that couldn&#039;t be cured even with laxatives for 2 weeks until my doctor recommended Miralax. I took it with no real progress for 3 days, but on the 4th day I finally started having normal bowel movements! I did not experience any side effects whatsoever as you do with laxatives. (No diarrhea, gas, bloating, sudden urgency, etc.). I finally had complete relief! Also, I mixed Miralax with cranberry juice. It had virtually no taste and dissolves completely. I highly recommend this to anyone suffering from constipation.""",10,13-Jun-11,142
173112,Clonazepam,Anxiety,"""Klonopin is a very effective medicine for people such as myself that suffer from debilitating panic disorder and/or PTSD.  This medicine saved me from becoming institutionalized after returning home from the Gulf War back in 1991.  When I first took the medicine, I felt as if I had awoken from a hellish nightmare.  It served me quite well for nearly 20 years because I NEVER abused this medicine. ",,,
,,,,,,
"Be extremely careful and mindful when using Klonopin, take it only as directed by your Doctor.  """"""",10,16-Aug-11,31,,,
